"Event H-ID","Character(s) Present H-ID",rec_Title
1486,1375|1372|1417,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1487,1372|1371|1370,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Meesha Alias: None
in ""A Visitor from Pakistan""|Daughter of Saraswati - Munni Alias: None
in ""A Visitor from Pakistan"""
1488,1417|1375,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1489,1417|1375|1372,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1490,1372,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1491,748|746,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table"""
1492,1417|1375,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1493,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1494,1375|1421|1423|1424|1425,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Saraswati's uncle who passed away - Unnamed Alias: Chacha
in ""A Visitor from Pakistan""|Victim of the riots - Ramchand Alias: None
in ""A Visitor from Pakistan""|Victim of the riots - Navneet Alias: None
in ""A Visitor from Pakistan""|Victim of the riots - Lajwanti Alias: None
in ""A Visitor from Pakistan"""
1495,1375|1417,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1496,1417|1372,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1497,1480|1500,"Woman at breakfast - Unknown Alias: None
in ""A Leaf in the Storm""|Officer in Sindh - Unknown Alias: None
in ""A Leaf in the Storm"""
1501,1417|1372,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan"""
1502,1417|1375,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1504,1505|1507|1509,"Sikh girl - Unknown Alias: None
in ""A Leaf in the Storm""|Hindu child - Unknown Alias: None
in ""A Leaf in the Storm""|Child that dozed off - Unknown Alias: None
in ""A Leaf in the Storm"""
1506,1417|1375|1426,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1508,1417|1375,"Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1510,1375,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1511,1467,"Women in the refugee camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1512,1375|1419|1514|1427,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Sarasvati's widowed aunt - Unnamed Alias: None
in ""A Visitor from Pakistan""|Saraswati's neighbours - Unnamed Alias: None
in ""A Visitor from Pakistan"""
1515,1375,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1516,1375|1420|1428,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Mason of Baldev's house - Sharif Alias: None
in ""A Visitor from Pakistan""|Khudadad - Malik Alias: None
in ""A Visitor from Pakistan"""
1517,1375|1419|1427,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Saraswati's neighbours - Unnamed Alias: None
in ""A Visitor from Pakistan"""
1518,1375|1419|1427|1514|1426,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Saraswati's neighbours - Unnamed Alias: None
in ""A Visitor from Pakistan""|Sarasvati's widowed aunt - Unnamed Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1519,1419|1426|1372|1417,"Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1520,1419|1426|1372|1417,"Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1521,1419|1426|1372|1417,"Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1522,1419|1426|1372|1417|1427,"Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Saraswati's neighbours - Unnamed Alias: None
in ""A Visitor from Pakistan"""
1523,1419|1375|1426,"Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1524,1375|1426,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1525,1375|1426|1417,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan"""
1526,1375|1426|1417|1427|1419|1372|1514,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Unnamed Alias: Amma
in ""A Visitor from Pakistan""|Saraswati's neighbours - Unnamed Alias: None
in ""A Visitor from Pakistan""|Bodhraj - Lala Alias: None
in ""A Visitor from Pakistan""|Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Sarasvati's widowed aunt - Unnamed Alias: None
in ""A Visitor from Pakistan"""
1527,1375|1426,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1528,1375|1426,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan""|Rescuer and husband of Saraswati - Sunderdas Alias: None
in ""A Visitor from Pakistan"""
1529,1467|1467,"Women in the refugee camp - Unknown Alias: None
in ""A Leaf in the Storm""|Women in the refugee camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1530,1372|1375,"Presumed widow of Baldev - Saraswati Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1531,1532|1375,"Postman who brings the government letter - Unnamed Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1533,1446|1534,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Camp doctor - Unknown Alias: None
in ""A Leaf in the Storm"""
1535,1532|1375,"Postman who brings the government letter - Unnamed Alias: None
in ""A Visitor from Pakistan""|Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1536,1375,"Presumed to be dead in the riots - Baldev Alias: None
in ""A Visitor from Pakistan"""
1538,1534|1539,"Camp doctor - Unknown Alias: None
in ""A Leaf in the Storm""|Master of ahimsa - Unknown Alias: None
in ""A Leaf in the Storm"""
1540,1446|1534,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Camp doctor - Unknown Alias: None
in ""A Leaf in the Storm"""
1545,1203,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1546,1203|1207|1209,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1547,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1548,1208|1207|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1549,1207|1208|1215|1203,"NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - A Young Sikh Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1550,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1551,1203|1208|1207,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1552,1207|1208|1203,"NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1553,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1554,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1555,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1556,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1557,1208|1203|1207,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1558,1203|1208|1207,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Group of Sikhs Alias: None
in ""Parmeshwar Singh"""
1559,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1560,1208,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1561,1208,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1562,1218|1220|1208,"NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1563,1209|1208,"Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1564,1208|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1565,1213,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1566,1213|1219,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Pritam Kaur - Pritam Kaur Alias: None
in ""Parmeshwar Singh"""
1567,1213|1208,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1568,1208|1203|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1569,1208|1203|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1570,1203|1208|1209,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1571,1208|1203|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1572,1208|1203|1213|1209|1220,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1573,1208|1209|1213|1220|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1574,1208|1220,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1575,1208|1220,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1576,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1579,1203|1208,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1580,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1581,1208|1203|1220,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1582,1220|1208,"NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1583,1220|1208|1203,"NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1584,1208|1203|1213|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1585,1208|1218|1220,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1586,1208|1220|1218,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh""|NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh"""
1587,1203,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1588,1209|1203|1213,"Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1589,1209|1213|1203,"Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1590,1203|1208,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1591,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1592,1203|1208|1213|1209,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1593,1208|1213|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1594,1208|1203|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1595,1203|1213,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1596,1213|1203,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1597,1203|1208|1213|1209,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1598,1208|1203|1213|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1599,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1600,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1601,1208|1213|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1602,1208|1203|1213|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1603,1213|1208|1203|1209,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1604,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1605,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1606,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1607,1213|1208|1203|1209,"Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1608,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1609,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1610,1208|1203|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1611,1203|1209|1213,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1612,1208|1209,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh"""
1613,1208,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1614,1203|1208|1222,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Children Playing Kabbadi Alias: None
in ""Parmeshwar Singh"""
1616,1203|1222,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Children Playing Kabbadi Alias: None
in ""Parmeshwar Singh"""
1617,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1618,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1619,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1620,1208|1224|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Gyan Singh Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1621,1224|1208|1203,"NA - Gyan Singh Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1622,1208|1224|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Gyan Singh Alias: None
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1623,1208|1209|1213|1218,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh""|NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh"""
1624,1223|1225,"NA - Army Convoy Alias: None
in ""Parmeshwar Singh""|NA - Army Officer Alias: None
in ""Parmeshwar Singh"""
1625,1225|1218|1220,"NA - Army Officer Alias: None
in ""Parmeshwar Singh""|NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1626,1218|1225|1220,"NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh""|NA - Army Officer Alias: None
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1627,1218|1208|1220,"NA - Sardar Santo Singh Alias: The Village Granthi
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|NA - Parmeshwar Singh's Neighbours Alias: None
in ""Parmeshwar Singh"""
1628,1224|1208|1203,"NA - Gyan Singh Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
